date,cores,site,vo
1606227945.94058,60832,UKI-LT2-QMUL4,lz
1575155823.603521,71040,UKI-NORTHGRID-LIV-HEP3,EUCLID
1528452536.6416204,384,UK-CAM-CUMULUS47,UKI-LT2-RHUL
1555208301.4661355,81152,UKI-NORTHGRID-LANCS-HEP7,iris.ac.uk
1578599775.2660573,72128,UK-CAM-CUMULUS47,ISIS
1589607872.9023733,38368,UKI-LT2-QMUL4,UKI-LT2-Brunel
1546035419.32754,29568,UKI-SOUTHGRID-OX-HEP2,dune
1571000781.6647394,101344,UKI-SOUTHGRID-RALPP5,ISIS
1546137353.2612314,61440,UKI-NORTHGRID-LIV-HEP3,RAL-LCG2
1556574885.4793627,95776,UKI-SOUTHGRID-OX-HEP2,AENEAS
1550248025.4563801,22016,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-RHUL
1609420145.0406518,44480,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-MAN-HEP
1541583964.4656901,44480,UKI-LT2-QMUL4,UKI-SOUTHGRID-OX-HEP
1620554106.7586048,57504,UKI-LT2-QMUL4,EUCLID
1561904908.6355674,91808,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-LANCS-HEP
1580696545.7659595,11840,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-ECDF
1585317509.0087183,79008,ral-cloud244,dirac
1581444465.7979014,50400,UKI-LT2-IC-HEP25,EUCLID
1619210208.9896533,60000,UKI-NORTHGRID-LANCS-HEP7,gaia-prod
1594109668.5472465,92384,UKI-LT2-IC-HEP25,RAL-LCG2
1541933827.2330935,39296,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-Brunel
1577481745.8552582,59360,UKI-SOUTHGRID-BHAM-HEP,LSST
1535500218.6718962,60192,ral-cloud244,UKI-NORTHGRID-LANCS-HEP
1575562969.9534032,35104,UKI-LT2-IC-HEP25,RAL-LCG2
1569158595.121757,56224,UKI-SCOTGRID-GLASGOW4,ral-cloud
1547998551.6808147,16736,UKI-LT2-QMUL4,Capacity
1537033820.4858205,23808,UKI-NORTHGRID-SHEF-HEP7,gaia-prod
1542180574.0452967,11264,ral-cloud244,dune
1606720222.2773747,77056,UKI-SOUTHGRID-CAM-HEP,RAL-LCG2
1559681960.2770472,102080,UKI-SOUTHGRID-CAM-HEP,vo.cta.in2p3.fr
1594973406.3501635,25504,UKI-LT2-IC-HEP25,skatelescope.eu
1539949493.248985,101728,UKI-NORTHGRID-MAN-HEP14,CCFE
1554292921.7583869,46816,UKI-SOUTHGRID-RALPP5,dirac
1580900552.2828906,103776,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-CAM-HEP
1569251294.0135174,42976,UKI-SOUTHGRID-BRIS-HEP1,dune
1579447630.168409,78848,UKI-SOUTHGRID-BHAM-HEP,CLF
1601618430.1642454,42720,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
1597077988.0607023,99776,UK-CAM-CUMULUS47,UKI-NORTHGRID-MAN-HEP
1621350661.857007,100224,UKI-SCOTGRID-GLASGOW4,casu
1606192809.2964625,89568,UKI-LT2-Brunel9,UKI-SOUTHGRID-BHAM-HEP
1575970200.5636048,33984,UKI-SOUTHGRID-BHAM-HEP,dirac
1538166792.4534712,40736,UKI-SOUTHGRID-BRIS-HEP1,gaia-test
1577296495.4584112,21536,UKI-LT2-IC-HEP25,UKI-NORTHGRID-LIV-HEP
1563211285.2766259,73664,RAL-LCG211,CLF
1613149288.7839856,29760,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-CAM-HEP
1591177078.7713053,51712,UKI-SCOTGRID-ECDF2,ral-cloud
1561430036.0599828,94816,UK-CAM-CUMULUS47,UKI-LT2-Brunel
1576565682.7054887,57344,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-RALPP
1539779256.5134501,44544,UKI-SOUTHGRID-BRIS-HEP1,gaia-dev
1537262914.4935536,53280,ral-cloud244,UKI-NORTHGRID-LIV-HEP
1539356500.8845916,47840,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
1605249388.937522,36800,UKI-SOUTHGRID-BRIS-HEP1,RAL-LCG2
1611250465.388915,36640,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-ECDF
1595517603.2916012,3328,UKI-SCOTGRID-ECDF2,UKI-LT2-Brunel
1610100563.7120497,32128,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BHAM-HEP
1612852868.2353847,72320,ral-cloud244,ral-cloud
1590824144.5339017,4480,UKI-SCOTGRID-GLASGOW4,virgo
1539283769.9477856,33760,UKI-SOUTHGRID-CAM-HEP,vcycle
1585379489.8737972,99776,UKI-SOUTHGRID-RALPP5,dirac
1593425495.8710277,30912,UK-CAM-CUMULUS47,iris.ac.uk
1576247811.8090565,104352,ral-cloud244,UKI-SOUTHGRID-CAM-HEP
1544695165.7567973,63296,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-RALPP
1598419069.473748,76384,UKI-SOUTHGRID-BHAM-HEP,iris.ac.uk
1533234596.9181707,30592,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-GLASGOW
1567681718.4316416,102688,UKI-SOUTHGRID-OX-HEP2,skatelescope.eu
1547796733.9695578,78528,ral-cloud244,UKI-SCOTGRID-ECDF
1558683706.311903,66560,UKI-SCOTGRID-ECDF2,vcycle
1553142799.8394597,81184,UKI-LT2-RH,gaia-dev
1584220952.1967833,95552,UKI-NORTHGRID-LIV-HEP3,RAL-LCG2
1598402777.3194268,44256,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-ECDF
1545032177.8145747,32864,UKI-NORTHGRID-LANCS-HEP7,EUCLID
1528709536.195673,15904,RAL-LCG211,UKI-LT2-QMUL
1538217717.4377465,14496,UKI-LT2-QMUL4,CCFE
1552204879.7960753,1536,UKI-NORTHGRID-LANCS-HEP7,virgo
1595755033.00113,8960,ral-cloud244,UKI-SOUTHGRID-RALPP
1597150597.9347925,104800,RAL-LCG211,gaia-dev
1545014327.6434488,65952,UK-CAM-CUMULUS47,iris.ac.uk
1548454537.8870764,33184,UKI-LT2-QMUL4,virgo
1577288750.1301856,44128,UKI-SCOTGRID-ECDF2,virgo
1603375869.8713577,39744,UKI-NORTHGRID-LIV-HEP3,lsst
1582676660.034364,34016,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-MAN-HEP
1595056002.2371821,62208,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-OX-HEP
1578575056.6694586,29536,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
1569106269.9053886,74432,UKI-LT2-Brunel9,gaia-test
1541961973.5677817,27232,UKI-NORTHGRID-MAN-HEP14,Allocation
1539424673.4078832,28832,UKI-NORTHGRID-LANCS-HEP7,dune
1529486979.7208526,71808,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-CAM-HEP
1538777881.903782,29088,UKI-SOUTHGRID-BHAM-HEP,CCFE
1590028347.6139555,12288,UKI-LT2-RH,UKI-SOUTHGRID-BRIS-HEP
1583457171.5587587,33216,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-RALPP
1593382706.2461116,105184,UKI-LT2-IC-HEP25,iris.ac.uk
1603882003.5293045,8096,UKI-LT2-QMUL4,lsst
1580212999.103015,53088,UKI-NORTHGRID-MAN-HEP14,UK-CAM-CUMULUS
1546427205.0383663,66464,UKI-NORTHGRID-MAN-HEP14,LSST
1532303365.4200344,66848,UKI-LT2-Brunel9,UKI-SOUTHGRID-OX-HEP
1605014010.3901608,608,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-IC-HEP
1564505934.7503395,96288,UKI-LT2-RH,UKI-SOUTHGRID-OX-HEP
1540484493.5596218,23904,UKI-NORTHGRID-LANCS-HEP7,ral-cloud
1547711771.1458497,46080,UKI-NORTHGRID-LANCS-HEP7,vo.cta.in2p3.fr
1532654763.1768594,85792,UKI-LT2-IC-HEP25,ISIS
1620453452.6891804,95744,UKI-LT2-IC-HEP25,lz
1555168276.4271433,101408,UKI-LT2-Brunel9,vo.cta.in2p3.fr
1546402879.4252534,32640,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
1610950366.9975595,25600,UKI-NORTHGRID-MAN-HEP14,gaia-dev
1559926104.8812878,79008,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BHAM-HEP
1616964970.2936442,20800,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-IC-HEP
1556015300.012612,24096,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
1573019960.9102633,76128,UKI-LT2-Brunel9,UKI-NORTHGRID-LIV-HEP
1586946152.3090472,67520,UKI-SCOTGRID-GLASGOW4,Allocation
1598435417.3994408,100960,UKI-NORTHGRID-SHEF-HEP7,gaia-test
1536269477.3074934,29792,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-Brunel
1534161035.971017,27296,UKI-NORTHGRID-SHEF-HEP7,Allocation
1587869374.202314,61152,UKI-SOUTHGRID-BHAM-HEP,LSST
1548174061.857635,89824,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-ECDF
1611216961.306165,7264,UKI-LT2-IC-HEP25,jintrac
1532234694.9913833,40512,UKI-NORTHGRID-SHEF-HEP7,UK-CAM-CUMULUS
1567034499.8358433,75936,ral-cloud244,lz
1567299360.872384,18240,UKI-SOUTHGRID-RALPP5,CLF
1607783383.4729083,26816,UKI-SCOTGRID-ECDF2,gaia-dev
1529956645.0427155,103872,UKI-SCOTGRID-GLASGOW4,iris.ac.uk
1549889737.3928196,78976,UKI-SOUTHGRID-OX-HEP2,UK-CAM-CUMULUS
1569676143.0444758,60064,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-MAN-HEP
1612677523.9555933,40288,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-CAM-HEP
1540747650.8303335,60064,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-GLASGOW
1565854318.2680645,53920,UKI-LT2-Brunel9,gaia
1527690303.6937847,75936,RAL-LCG211,UKI-LT2-Brunel
1577580688.685775,86624,UKI-SOUTHGRID-CAM-HEP,CCFE
1618522550.1637487,76544,UKI-SCOTGRID-ECDF2,Diamond
1610568210.5243714,27456,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
1580768155.0725012,83872,UKI-SOUTHGRID-OX-HEP2,eMERLIN
1551146300.8041408,65472,UKI-NORTHGRID-LANCS-HEP7,vcycle
1592858744.2549517,36160,UKI-LT2-Brunel9,Capacity
1572784571.548153,71552,UKI-SOUTHGRID-CAM-HEP,virgo
1582239670.7593594,4160,UKI-NORTHGRID-SHEF-HEP7,virgo
1540044759.769986,26080,UKI-SOUTHGRID-BRIS-HEP1,AENEAS
1575832357.21893,4352,UKI-SOUTHGRID-RALPP5,lz
1609845067.401104,80256,RAL-LCG211,RAL-LCG2
1616802187.922579,28320,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-CAM-HEP
1607022802.6037693,60448,UKI-SOUTHGRID-BRIS-HEP1,RAL-LCG2
1596280558.105577,73600,UKI-SOUTHGRID-CAM-HEP,gaia-prod
1597484498.4214253,23808,UKI-SCOTGRID-ECDF2,dune
1537866899.7503784,30368,UKI-LT2-RH,UKI-LT2-RHUL
1554278124.9894125,59136,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-SHEF-HEP
1560142715.5308602,8480,UKI-SOUTHGRID-BHAM-HEP,gaia-dev
1532880872.7719784,78944,UKI-NORTHGRID-LANCS-HEP7,lsst
1602678924.2706337,36480,UKI-NORTHGRID-LIV-HEP3,RAL-LCG2
1548428937.6653385,81312,UKI-NORTHGRID-LIV-HEP3,Diamond
1538435969.2101598,2368,UK-CAM-CUMULUS47,UKI-SOUTHGRID-RALPP
1535432990.8568068,108000,UKI-SOUTHGRID-RALPP5,ISIS
1561725489.0657463,107104,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-CAM-HEP
1586167987.1329656,101856,UKI-SOUTHGRID-BRIS-HEP1,Capacity
1538043336.2446384,108416,UKI-SOUTHGRID-OX-HEP2,ral-cloud
1554429234.8560207,60032,UKI-NORTHGRID-LANCS-HEP7,virgo
1554716132.6892822,60896,UKI-LT2-QMUL4,vcycle
1580372083.245031,85312,UKI-SOUTHGRID-OX-HEP2,AENEAS
1587080117.7379603,11904,UKI-LT2-QMUL4,ral-cloud
1533855903.6187508,101280,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
1535755167.2372024,86688,UKI-NORTHGRID-LIV-HEP3,ISIS
1607469750.9675477,76512,UKI-SCOTGRID-GLASGOW4,gaia-test
1532985733.9528267,55648,UKI-LT2-QMUL4,vo.cta.in2p3.fr
1585723857.5084944,70048,UKI-LT2-QMUL4,lz
1553926111.1055896,69472,UKI-SOUTHGRID-OX-HEP2,gaia-test
1585993497.938707,54048,UKI-LT2-QMUL4,UKI-LT2-QMUL
1528196742.9537807,90496,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
1562144792.5022142,74080,UKI-LT2-RH,UKI-LT2-RHUL
1571068929.1559727,95872,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-LIV-HEP
1552485850.7228377,58272,UKI-SCOTGRID-ECDF2,gaia-prod
1536316712.4263895,23360,UKI-SCOTGRID-ECDF2,iris.ac.uk
1562204030.926863,26240,ral-cloud244,UKI-NORTHGRID-LIV-HEP
1529774639.3827662,101216,UKI-NORTHGRID-MAN-HEP14,gaia-dev
1611221287.0924485,71072,UKI-LT2-RH,Allocation
1621748532.669898,7680,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-MAN-HEP
1552923281.0759125,60704,UKI-SOUTHGRID-CAM-HEP,gaia-test
1614459841.292654,192,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
1599825445.585514,26784,UKI-NORTHGRID-SHEF-HEP7,lz
1608330664.6317887,38336,UKI-SOUTHGRID-RALPP5,EUCLID
1545684693.298273,79424,UKI-LT2-QMUL4,gaia
1621994882.8370805,109504,RAL-LCG211,jintrac
1562411293.3486855,23776,UKI-LT2-Brunel9,lsst
1545264890.105346,7968,ral-cloud244,Allocation
1548570250.0805273,87168,UK-CAM-CUMULUS47,gaia-dev
1537629417.931286,102496,UKI-SOUTHGRID-CAM-HEP,gaia-dev
1544331846.3136692,57088,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BHAM-HEP
1568335177.2303584,101376,UKI-SOUTHGRID-CAM-HEP,lz
1595723232.3745108,91744,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-CAM-HEP
1529254047.272323,57856,RAL-LCG211,UK-CAM-CUMULUS
1593940934.2797544,86656,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-SHEF-HEP
1598209174.0817492,99520,UKI-LT2-RH,virgo
1610403437.6554542,17344,UKI-SOUTHGRID-OX-HEP2,Allocation
1544772206.1062672,59360,UKI-LT2-RH,Allocation
1558539008.9562988,41632,UKI-NORTHGRID-MAN-HEP14,casu
1612662244.622043,35488,UKI-NORTHGRID-LANCS-HEP7,gaia-dev
1581690807.9819334,10496,UKI-SOUTHGRID-BRIS-HEP1,AENEAS
1591959900.344503,31104,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-ECDF
1535424977.0371974,52800,RAL-LCG211,lz
1596822550.7592683,69024,UKI-NORTHGRID-LIV-HEP3,jintrac
1550575972.455129,83904,UKI-SOUTHGRID-BHAM-HEP,lsst
1588942925.4742935,49728,UKI-SOUTHGRID-BHAM-HEP,AENEAS
1534388988.6111236,65056,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-MAN-HEP
1540683695.1361527,30240,UKI-LT2-Brunel9,EUCLID
1579322520.6651218,44672,UKI-SCOTGRID-ECDF2,lsst
1620147027.3788066,35680,UKI-SOUTHGRID-OX-HEP2,CLF
1575948964.7407625,49216,UKI-NORTHGRID-MAN-HEP14,EUCLID
1557364656.0629377,91136,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-QMUL
1610540046.231074,14112,ral-cloud244,UKI-SOUTHGRID-CAM-HEP
1619761656.6118338,63680,UKI-SOUTHGRID-BHAM-HEP,gaia-test
1548092424.835621,103040,UKI-SOUTHGRID-BHAM-HEP,gaia-dev
1579127922.9773443,73536,UKI-NORTHGRID-MAN-HEP14,jintrac
1571750996.914338,41312,UKI-LT2-RH,gaia-prod
1552048347.6063297,114624,UKI-NORTHGRID-LIV-HEP3,gaia
1596169485.386381,98464,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-SHEF-HEP
1555315196.3078053,58592,UKI-NORTHGRID-LANCS-HEP7,ral-cloud
1564671690.955281,67072,UKI-SOUTHGRID-BRIS-HEP1,ral-cloud
1620420555.952386,18432,ral-cloud244,UK-CAM-CUMULUS
1610972099.2203143,93152,UKI-LT2-QMUL4,ISIS
1572887959.3360002,27424,UK-CAM-CUMULUS47,UKI-LT2-IC-HEP
1577821252.6916933,18592,UKI-SOUTHGRID-OX-HEP2,ral-cloud
1604721918.969167,15424,RAL-LCG211,UKI-NORTHGRID-SHEF-HEP
1593610395.2673209,44096,UKI-SOUTHGRID-OX-HEP2,skatelescope.eu
1614322027.173951,79648,UKI-LT2-RH,UKI-LT2-RHUL
1599084420.3885353,104992,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BHAM-HEP
1530547116.7785285,71520,UKI-SCOTGRID-ECDF2,dune
1571124746.9286914,107552,UKI-LT2-QMUL4,gaia-dev
1559566480.302782,95648,UKI-SOUTHGRID-RALPP5,gaia-prod
1545514765.9775076,93248,UK-CAM-CUMULUS47,vcycle
1556024973.5988147,105728,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-MAN-HEP
1572882309.6786137,24608,UK-CAM-CUMULUS47,UKI-NORTHGRID-LIV-HEP
1547528766.683807,83904,UKI-NORTHGRID-LANCS-HEP7,eMERLIN
1597437606.4861195,1088,UKI-SOUTHGRID-CAM-HEP,UK-CAM-CUMULUS
1553681416.6435077,60160,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-MAN-HEP
1599854844.4691198,89440,UKI-SOUTHGRID-OX-HEP2,virgo
1552484818.223488,84000,UKI-LT2-Brunel9,UKI-SOUTHGRID-BRIS-HEP
1535621915.9051993,77248,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-OX-HEP
1582029308.1804512,896,UKI-NORTHGRID-LIV-HEP3,dirac
1554278772.1152492,104544,UKI-SOUTHGRID-OX-HEP2,Diamond
1588723292.7900949,10944,UK-CAM-CUMULUS47,lz
1537386050.0742695,115616,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-RALPP
1612583537.1330023,11136,UKI-LT2-Brunel9,UKI-SOUTHGRID-BRIS-HEP
1553223252.0085716,76160,UKI-NORTHGRID-LIV-HEP3,CLF
1579226193.3252616,63072,UKI-SCOTGRID-GLASGOW4,EUCLID
1619783263.753368,52512,RAL-LCG211,lsst
1593178705.2601058,115424,UKI-LT2-Brunel9,gaia-test
1549156411.2140853,31712,UKI-SOUTHGRID-OX-HEP2,gaia-test
1542202258.3037314,72640,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BRIS-HEP
1587437172.9180114,115456,UKI-LT2-Brunel9,UKI-SOUTHGRID-OX-HEP
1550652555.8958657,72320,UKI-SCOTGRID-GLASGOW4,UKI-LT2-IC-HEP
1615692054.6433675,110080,UKI-SOUTHGRID-BHAM-HEP,LSST
1537480935.2622137,96960,UKI-LT2-QMUL4,Allocation
1570223158.676541,117376,UKI-SOUTHGRID-BHAM-HEP,UKI-SCOTGRID-GLASGOW
1547462245.6647491,19232,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-CAM-HEP
1600309130.9022393,71520,UKI-SCOTGRID-ECDF2,lz
1554579920.0541677,10560,UKI-NORTHGRID-MAN-HEP14,iris.ac.uk
1554629017.7101,68288,RAL-LCG211,CLF
1540579646.0418534,111008,UKI-NORTHGRID-SHEF-HEP7,ral-cloud
1605868402.424783,104992,UKI-SOUTHGRID-BHAM-HEP,ISIS
1594369331.1463294,18560,UKI-SOUTHGRID-CAM-HEP,vo.cta.in2p3.fr
1592122552.2507546,81280,UKI-SOUTHGRID-CAM-HEP,iris.ac.uk
1608339027.1891723,11840,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-LANCS-HEP
1597271674.639869,11520,UKI-NORTHGRID-SHEF-HEP7,UKI-SCOTGRID-ECDF
1540351119.6187737,72000,UKI-LT2-Brunel9,vcycle
1598708532.2621355,51040,UKI-SOUTHGRID-RALPP5,CCFE
1552968544.4808574,94496,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-IC-HEP
1565414025.530596,31648,UKI-SOUTHGRID-RALPP5,eMERLIN
1556703712.343628,77280,ral-cloud244,ISIS
1569750780.2017584,58848,UKI-SCOTGRID-GLASGOW4,CLF
1548767424.4273212,94016,UKI-SCOTGRID-ECDF2,casu
1609529999.6599836,106976,UKI-NORTHGRID-LIV-HEP3,gaia-dev
1619898629.519351,16800,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-RHUL
1568691719.7367477,89408,UKI-LT2-Brunel9,Capacity
1598367948.581794,40384,UKI-NORTHGRID-LIV-HEP3,jintrac
1546254388.464111,71392,UKI-LT2-IC-HEP25,UKI-NORTHGRID-MAN-HEP
1553678823.5688906,77632,ral-cloud244,UKI-LT2-QMUL
1567698037.925213,24928,UK-CAM-CUMULUS47,gaia-prod
1595941021.1730778,95392,RAL-LCG211,UKI-LT2-Brunel
1564101507.9729803,95552,RAL-LCG211,UKI-LT2-RHUL
1553569948.3517334,88128,UKI-LT2-RH,virgo
1569476348.2249806,3424,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
1613890204.320548,43872,UKI-SCOTGRID-GLASGOW4,AENEAS
1538639642.345094,22688,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-CAM-HEP
1579839511.5206032,111008,RAL-LCG211,gaia-dev
1581396057.7967768,58848,UKI-NORTHGRID-LIV-HEP3,casu
1542129122.6234674,6912,UKI-LT2-IC-HEP25,AENEAS
1576402776.2654495,79552,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-LIV-HEP
1543807598.3476245,93984,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-RHUL
1581213673.9102874,77664,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-BRIS-HEP
1589872371.4679015,53632,UKI-LT2-Brunel9,gaia-test
1600229856.3322954,88512,UKI-SCOTGRID-GLASGOW4,Allocation
1574006605.4591062,14752,UKI-NORTHGRID-LIV-HEP3,ISIS
1619932925.6709592,45568,UKI-LT2-Brunel9,CLF
1528234658.200651,117504,UKI-NORTHGRID-LIV-HEP3,EUCLID
1610309863.2141116,104096,UKI-NORTHGRID-LIV-HEP3,virgo
1531954556.793468,112320,UKI-NORTHGRID-LIV-HEP3,Diamond
1551216243.049831,83072,UKI-LT2-QMUL4,UKI-SOUTHGRID-BHAM-HEP
1590093992.9352458,99360,UKI-LT2-QMUL4,iris.ac.uk
1584961996.8699062,11072,UK-CAM-CUMULUS47,UKI-NORTHGRID-LANCS-HEP
1577579879.3129492,53632,UKI-NORTHGRID-MAN-HEP14,iris.ac.uk
1545679253.3169835,10816,UKI-LT2-IC-HEP25,UKI-SCOTGRID-ECDF
1536607917.9846506,14720,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-CAM-HEP
1528112184.5628405,119392,UKI-LT2-Brunel9,gaia-test
1589602618.4221528,95648,UK-CAM-CUMULUS47,UKI-SOUTHGRID-OX-HEP
1539023874.6591794,28544,RAL-LCG211,eMERLIN
1609208342.009086,114144,UKI-SOUTHGRID-RALPP5,virgo
1565167575.042256,32352,UKI-LT2-IC-HEP25,EUCLID
1573331821.8190618,67360,ral-cloud244,UKI-NORTHGRID-MAN-HEP
1609575981.8985174,21152,UKI-SOUTHGRID-BHAM-HEP,iris.ac.uk
1530952076.2368345,14080,UKI-SCOTGRID-ECDF2,CCFE
1573148653.1881404,26816,ral-cloud244,Allocation
1579687643.5817146,14496,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-MAN-HEP
1603012530.6038356,52576,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-IC-HEP
1567431267.2353928,10912,UKI-SOUTHGRID-BRIS-HEP1,CLF
1548831475.181183,113216,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-GLASGOW
1592447424.887622,99872,UKI-SOUTHGRID-RALPP5,lz
1553354197.1347113,77472,UKI-NORTHGRID-SHEF-HEP7,Diamond
1589619442.8410642,100608,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-MAN-HEP
1582175844.8373356,54688,UKI-LT2-IC-HEP25,vcycle
1599203622.9630735,68608,UKI-SCOTGRID-ECDF2,ISIS
1560794825.0729754,105504,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-LANCS-HEP
1607390939.4425972,97216,UKI-NORTHGRID-MAN-HEP14,jintrac
1612406211.2316117,50688,UKI-NORTHGRID-SHEF-HEP7,vcycle
1620355182.938115,18400,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-LIV-HEP
1600065174.169274,10432,UKI-SOUTHGRID-RALPP5,Capacity
1551491906.333406,63040,UKI-LT2-Brunel9,iris.ac.uk
1542396622.0821598,27360,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
1610754332.040379,58176,UKI-SOUTHGRID-RALPP5,vcycle
1591121251.976275,8704,UK-CAM-CUMULUS47,eMERLIN
1539279500.0449677,101856,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-CAM-HEP
1598143623.7848017,79424,UKI-NORTHGRID-SHEF-HEP7,vcycle
1571614929.1053298,17984,UKI-LT2-Brunel9,vo.cta.in2p3.fr
1590197851.205884,17120,ral-cloud244,dirac
1577205941.0658276,36608,UKI-SOUTHGRID-OX-HEP2,Diamond
1532655364.1015668,24608,UKI-NORTHGRID-MAN-HEP14,AENEAS
1558848709.7704823,103872,UK-CAM-CUMULUS47,gaia-dev
1573417292.5686104,76736,UKI-LT2-IC-HEP25,virgo
1558724597.6346648,59776,UKI-LT2-IC-HEP25,virgo
1574033885.6116953,109312,UKI-NORTHGRID-LANCS-HEP7,casu
1529701374.2948198,18112,UKI-NORTHGRID-LIV-HEP3,lz
1580573817.2307632,89728,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LIV-HEP
1582382003.4126444,81056,UKI-LT2-Brunel9,Diamond
1535965673.9561574,29568,UKI-SOUTHGRID-RALPP5,UK-CAM-CUMULUS
1566026341.415132,120608,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
1564622252.6973963,100928,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-ECDF
1568684819.046865,33024,UKI-NORTHGRID-SHEF-HEP7,lsst
1547339352.1019244,75040,RAL-LCG211,vo.cta.in2p3.fr
1556628804.172449,57280,UK-CAM-CUMULUS47,Allocation
1586314222.7670243,86496,UKI-SOUTHGRID-OX-HEP2,LSST
1588015412.1575472,21216,UK-CAM-CUMULUS47,lz
1528036885.2297244,62656,UKI-NORTHGRID-MAN-HEP14,skatelescope.eu
1566054916.832827,46720,UKI-LT2-RH,lz
1543196395.5292401,37216,UKI-SCOTGRID-GLASGOW4,Capacity
1619933872.963796,6656,UKI-SCOTGRID-ECDF2,AENEAS
1548626056.1833403,4064,UK-CAM-CUMULUS47,dirac
1619121279.5199432,92864,UKI-LT2-Brunel9,CLF
