timestamp,cores,site,vo
1549957914.030903,116160,UKI-LT2-RH,AENEAS
1549970646.4240057,15744,UKI-SOUTHGRID-BHAM-HEP,jintrac
1549972868.6333334,53856,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-ECDF
1549977378.7898502,30080,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-RHUL
1549990666.2982087,101152,UKI-SOUTHGRID-RALPP5,virgo
1550006379.8313868,48416,UKI-SOUTHGRID-RALPP5,gaia-test
1550023290.1862156,122592,ral-cloud244,gaia-prod
1550041204.0773027,19104,UKI-NORTHGRID-LANCS-HEP7,UKI-SCOTGRID-ECDF
1550061197.2072923,19648,UKI-LT2-Brunel9,virgo
1550065291.2170956,38848,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-CAM-HEP
1550072719.8774803,139520,RAL-LCG211,jintrac
1550076336.4909246,22880,UKI-SOUTHGRID-BHAM-HEP,ISIS
1550099797.8439558,108192,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BRIS-HEP
1550114566.7058277,51584,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BRIS-HEP
1550129806.5245178,88640,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
1550138845.4701934,32384,UKI-NORTHGRID-LANCS-HEP7,Allocation
1550150137.350721,84960,UKI-NORTHGRID-MAN-HEP14,EUCLID
1550164394.6674635,11872,UKI-LT2-RH,jintrac
1550170686.4528713,149216,UKI-NORTHGRID-SHEF-HEP7,ISIS
1550176077.301313,55456,ral-cloud244,gaia-prod
1550180216.0776443,16160,UKI-SCOTGRID-GLASGOW4,CLF
1550194869.3221788,56064,UKI-LT2-Brunel9,virgo
1550233100.726018,100384,ral-cloud244,Capacity
1550274818.6547132,89024,UKI-SOUTHGRID-RALPP5,ral-cloud
1550287101.6165261,5504,UKI-NORTHGRID-LIV-HEP3,ral-cloud
1550291352.568652,128512,UKI-NORTHGRID-LANCS-HEP7,gaia-test
1550295970.0201766,93760,UKI-LT2-Brunel9,virgo
1550307425.8885481,117824,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-RHUL
1550309010.7723963,36960,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
1550318447.949708,141696,UKI-NORTHGRID-SHEF-HEP7,virgo
1550327268.456836,71712,UKI-LT2-IC-HEP25,RAL-LCG2
1550343744.1998715,29088,UKI-SCOTGRID-ECDF2,lsst
1550361063.0195177,27968,UKI-LT2-RH,ral-cloud
1550368233.5461192,61024,UKI-LT2-RH,RAL-LCG2
1550387646.3917599,119328,UKI-LT2-RH,dune
1550393743.6652207,65184,UKI-SOUTHGRID-CAM-HEP,ISIS
1550393901.6773744,45920,RAL-LCG211,vcycle
1550394186.568309,44160,UKI-NORTHGRID-LIV-HEP3,Diamond
1550400758.2087831,76928,UKI-SOUTHGRID-RALPP5,Allocation
1550425116.5234616,28768,RAL-LCG211,UKI-LT2-RHUL
1550436613.059036,7968,UKI-LT2-RH,CCFE
1550447284.4879465,111072,UKI-NORTHGRID-MAN-HEP14,UK-CAM-CUMULUS
1550449356.5449784,49696,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-BRIS-HEP
1550449977.6391087,3936,UKI-LT2-Brunel9,gaia-dev
1550468500.9437716,42816,UKI-LT2-IC-HEP25,eMERLIN
1550481101.6173823,49184,UKI-LT2-Brunel9,gaia-prod
1550487565.8928618,7808,UKI-SOUTHGRID-BHAM-HEP,gaia-prod
1550499338.754174,124608,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-CAM-HEP
1550503662.873861,117728,UKI-LT2-IC-HEP25,dirac
1550506108.2968357,99072,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-OX-HEP
1550529555.6830947,34528,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LANCS-HEP
1550533040.4562001,93824,UKI-SOUTHGRID-RALPP5,lsst
1550539001.733357,110208,UKI-SOUTHGRID-RALPP5,UK-CAM-CUMULUS
1550539323.7131498,148352,UKI-SOUTHGRID-RALPP5,ral-cloud
1550543289.5992048,77504,UKI-SOUTHGRID-RALPP5,UKI-LT2-QMUL
1550562456.6241288,81024,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
1550567604.2100153,120032,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-QMUL
1550578288.4641585,21248,UKI-LT2-RH,UKI-SCOTGRID-ECDF
1550584592.3695455,68256,RAL-LCG211,lsst
1550586680.3234527,145728,UKI-NORTHGRID-SHEF-HEP7,CLF
1550598671.0241454,2560,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LIV-HEP
1550600096.160507,19104,UKI-SOUTHGRID-OX-HEP2,virgo
1550602648.0994854,103872,UKI-LT2-IC-HEP25,gaia-dev
1550604416.13687,9152,UK-CAM-CUMULUS47,ISIS
1550606123.0639746,143392,UKI-SOUTHGRID-BHAM-HEP,lsst
1550611193.555508,89856,ral-cloud244,UKI-LT2-Brunel
1550630271.550954,80960,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-MAN-HEP
1550640215.438756,128832,UKI-LT2-QMUL4,ral-cloud
1550642611.8229597,137792,UKI-NORTHGRID-SHEF-HEP7,virgo
1550652094.0096686,103040,UKI-SOUTHGRID-BRIS-HEP1,iris.ac.uk
1550700095.2892213,100448,UKI-SOUTHGRID-BRIS-HEP1,gaia-dev
1550721175.9270067,46624,UKI-SOUTHGRID-OX-HEP2,Capacity
1550725141.2648325,39680,UK-CAM-CUMULUS47,lsst
1550731202.3492658,60128,UKI-SCOTGRID-GLASGOW4,CLF
1550733324.9970138,56256,UKI-SOUTHGRID-CAM-HEP,virgo
1550743972.9686022,79200,UKI-LT2-QMUL4,CLF
1550747279.9988859,118592,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
1550754073.708552,144800,UKI-SOUTHGRID-OX-HEP2,ral-cloud
1550755498.9114077,21952,UKI-NORTHGRID-SHEF-HEP7,UKI-SCOTGRID-ECDF
1550773034.2683187,57280,UKI-NORTHGRID-MAN-HEP14,Diamond
1550773597.8818698,108224,UKI-SCOTGRID-GLASGOW4,UK-CAM-CUMULUS
1550778977.8794768,72672,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-BHAM-HEP
1550828013.5728395,147520,UKI-SCOTGRID-ECDF2,dirac
1550834277.7349885,125504,UKI-SCOTGRID-ECDF2,UKI-LT2-IC-HEP
1550838137.4958348,115776,UKI-LT2-QMUL4,UKI-SOUTHGRID-BRIS-HEP
1550839840.6394315,17312,UKI-LT2-Brunel9,Diamond
1550851894.919387,60896,UKI-SOUTHGRID-RALPP5,AENEAS
1550855318.7649245,100864,UKI-LT2-QMUL4,lsst
1550858510.3314466,137376,ral-cloud244,UKI-LT2-IC-HEP
1550861745.80101,70976,UKI-LT2-QMUL4,EUCLID
1550866827.89712,34048,UKI-LT2-RH,Diamond
1550871734.9368105,69664,UKI-NORTHGRID-SHEF-HEP7,Capacity
1550885765.381814,4352,UKI-LT2-IC-HEP25,Allocation
1550897710.073133,31168,ral-cloud244,UKI-SOUTHGRID-BRIS-HEP
1550903619.2843344,106560,UK-CAM-CUMULUS47,UKI-SOUTHGRID-RALPP
1550907809.5561295,71552,UKI-NORTHGRID-MAN-HEP14,gaia-prod
1550920760.5291872,57824,UKI-SOUTHGRID-RALPP5,CLF
1550931229.2200513,124256,UKI-LT2-Brunel9,EUCLID
1550948334.2589073,113312,UKI-NORTHGRID-SHEF-HEP7,CLF
1550957024.410512,108416,UKI-SOUTHGRID-BRIS-HEP1,lz
1550964132.5085998,144448,UKI-NORTHGRID-MAN-HEP14,gaia-dev
1550975786.6873484,864,UKI-SOUTHGRID-OX-HEP2,dune
1550976649.4492939,144224,UKI-NORTHGRID-MAN-HEP14,iris.ac.uk
1550982065.1856036,28800,UK-CAM-CUMULUS47,dirac
1550985183.1417387,125312,RAL-LCG211,jintrac
1550999520.9650846,384,UKI-NORTHGRID-SHEF-HEP7,RAL-LCG2
1551009529.8291574,672,UKI-SOUTHGRID-RALPP5,CLF
1551011134.585052,20192,RAL-LCG211,eMERLIN
1551015972.9116788,113120,UKI-LT2-IC-HEP25,gaia
1551017091.500177,34336,UKI-SOUTHGRID-CAM-HEP,lsst
1551024291.5871704,35968,UKI-SOUTHGRID-BRIS-HEP1,eMERLIN
1551051536.8291354,126336,UKI-NORTHGRID-SHEF-HEP7,vcycle
1551056834.9576485,141600,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1551065274.3650599,109088,UKI-LT2-RH,UKI-NORTHGRID-MAN-HEP
1551069001.9540236,81760,UKI-LT2-Brunel9,CCFE
1551088969.940483,120256,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-OX-HEP
1551101220.938008,61568,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-OX-HEP
1551107145.9245281,77888,UKI-LT2-QMUL4,UKI-NORTHGRID-SHEF-HEP
1551108242.068956,19520,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-SHEF-HEP
1551119325.813884,2240,UKI-NORTHGRID-SHEF-HEP7,ISIS
1551132042.715577,28704,UKI-NORTHGRID-SHEF-HEP7,Capacity
1551147519.5987108,134656,UKI-SOUTHGRID-RALPP5,vo.cta.in2p3.fr
1551147671.3692358,23616,RAL-LCG211,Diamond
1551151030.0041554,134400,UKI-SOUTHGRID-OX-HEP2,eMERLIN
1551151541.0122902,63424,UKI-LT2-QMUL4,lz
1551180791.7828426,30272,UKI-LT2-QMUL4,LSST
1551183078.901936,73120,UK-CAM-CUMULUS47,UKI-NORTHGRID-LIV-HEP
1551193338.7475984,84672,UKI-NORTHGRID-LANCS-HEP7,gaia
1551211036.460353,80736,UKI-LT2-QMUL4,lz
1551220458.011568,40992,UKI-SOUTHGRID-RALPP5,dirac
1551225631.2619638,79968,UKI-SOUTHGRID-CAM-HEP,virgo
1551233835.4822757,123584,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1551247446.887765,1696,UKI-LT2-IC-HEP25,UKI-NORTHGRID-SHEF-HEP
1551277534.4249365,23488,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-QMUL
1551284974.5063038,14144,UKI-LT2-IC-HEP25,iris.ac.uk
1551296093.475136,112320,UKI-SOUTHGRID-CAM-HEP,UKI-SCOTGRID-GLASGOW
1551298931.2083237,65216,UKI-SOUTHGRID-BRIS-HEP1,AENEAS
1551326191.5390246,122432,UKI-NORTHGRID-SHEF-HEP7,skatelescope.eu
1551327054.0296137,150368,UKI-LT2-QMUL4,vcycle
1551329719.0667634,52000,UKI-LT2-QMUL4,gaia
1551336497.211604,42112,UKI-NORTHGRID-MAN-HEP14,AENEAS
1551346399.030704,51584,UKI-SCOTGRID-GLASGOW4,UKI-LT2-RHUL
1551348652.1499045,44320,UKI-NORTHGRID-LANCS-HEP7,eMERLIN
1551352583.1399522,118336,UKI-SOUTHGRID-RALPP5,vo.cta.in2p3.fr
1551361271.1783383,134304,ral-cloud244,virgo
1551362802.5231493,64960,UKI-NORTHGRID-LANCS-HEP7,gaia
1551367184.7008853,144448,UKI-LT2-IC-HEP25,LSST
1551379922.6003854,102016,UKI-SCOTGRID-GLASGOW4,gaia-prod
1551403764.1708736,137760,UKI-LT2-IC-HEP25,Diamond
1551408504.695518,156224,UKI-NORTHGRID-LANCS-HEP7,Capacity
1551411979.4728932,69728,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-RHUL
1551413431.6000848,79040,UKI-SOUTHGRID-CAM-HEP,UK-CAM-CUMULUS
1551431155.256734,48800,UKI-LT2-IC-HEP25,skatelescope.eu
1551431456.7436612,94720,UKI-SCOTGRID-ECDF2,iris.ac.uk
1551431901.3602085,85088,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-GLASGOW
1551438493.837752,31744,UKI-NORTHGRID-LANCS-HEP7,Capacity
1551442018.11454,31424,ral-cloud244,vcycle
1551455865.0614698,109120,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-RALPP
1551460005.4123073,114976,UKI-LT2-QMUL4,UKI-SOUTHGRID-CAM-HEP
1551460473.0744853,82144,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
1551467419.8191464,29760,UKI-LT2-QMUL4,virgo
1551499379.499316,86688,UKI-LT2-RH,UKI-SCOTGRID-ECDF
1551506661.6765924,130400,UKI-LT2-RH,UKI-NORTHGRID-SHEF-HEP
1551507725.0393627,15296,UKI-SOUTHGRID-BRIS-HEP1,UKI-SCOTGRID-GLASGOW
1551516094.478966,121856,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-QMUL
1551535688.2526546,124992,UKI-NORTHGRID-LIV-HEP3,EUCLID
1551551784.8497367,130016,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-MAN-HEP
1551553013.7574553,41056,UK-CAM-CUMULUS47,ISIS
1551592418.815529,144544,ral-cloud244,LSST
1551594679.1692915,34624,UKI-LT2-RH,UKI-LT2-QMUL
1551617815.0302012,108864,UKI-LT2-RH,gaia
1551631463.9810655,123072,UKI-LT2-RH,virgo
1551632625.6111894,93792,UKI-SOUTHGRID-CAM-HEP,lsst
1551646748.1108742,90272,UKI-LT2-Brunel9,vo.cta.in2p3.fr
1551646885.6276698,143072,RAL-LCG211,lsst
1551665144.8963957,100800,UKI-SCOTGRID-ECDF2,AENEAS
1551681406.1406374,37568,UK-CAM-CUMULUS47,CLF
1551683923.6587489,90304,UKI-SCOTGRID-GLASGOW4,EUCLID
1551687005.8898778,116736,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-OX-HEP
1551690338.9652886,101888,UKI-NORTHGRID-SHEF-HEP7,skatelescope.eu
1551692045.4184465,48064,UK-CAM-CUMULUS47,casu
1551711182.954361,82784,UKI-SCOTGRID-GLASGOW4,Capacity
1551729481.4850185,65536,RAL-LCG211,UKI-LT2-IC-HEP
1551743145.3231368,109728,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-SHEF-HEP
1551753831.2833378,86400,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-QMUL
1551770823.6089022,77376,UKI-LT2-Brunel9,jintrac
1551788841.7342455,113056,RAL-LCG211,gaia
1551788913.2160082,121312,UKI-LT2-Brunel9,vo.cta.in2p3.fr
1551794399.3659122,2112,UKI-SOUTHGRID-RALPP5,ral-cloud
1551804219.7142484,12608,UKI-SOUTHGRID-BRIS-HEP1,lz
1551811449.3640823,5920,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BHAM-HEP
1551818885.3858235,88256,UKI-SCOTGRID-GLASGOW4,casu
1551827824.4555845,109952,UKI-SCOTGRID-ECDF2,CCFE
1551887468.709266,57920,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1551899805.3193061,155392,UKI-LT2-QMUL4,UKI-LT2-RHUL
1551925014.6635394,129536,UKI-SCOTGRID-GLASGOW4,CLF
1551926259.820247,68096,UKI-LT2-Brunel9,UKI-LT2-Brunel
1551949681.949953,54848,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-Brunel
1551959864.7840116,8832,UKI-LT2-RH,gaia-dev
1551964494.9834852,64384,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-OX-HEP
1551976827.118964,9696,UKI-NORTHGRID-MAN-HEP14,gaia-prod
1551978054.3504405,86016,UKI-NORTHGRID-LANCS-HEP7,gaia-test
1551979167.4448314,141344,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-SHEF-HEP
1551995136.7210574,95904,ral-cloud244,UK-CAM-CUMULUS
1552006072.805207,87040,UKI-NORTHGRID-SHEF-HEP7,virgo
1552021996.545082,39040,UKI-LT2-QMUL4,Allocation
1552030969.0200975,32096,ral-cloud244,casu
1552034746.3595939,78720,UKI-SOUTHGRID-RALPP5,lz
1552038116.2406273,64096,UKI-NORTHGRID-LIV-HEP3,dirac
1552038908.2308483,61120,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1552039092.063445,52224,UKI-SOUTHGRID-OX-HEP2,Diamond
1552040632.241248,124224,UKI-LT2-QMUL4,UKI-SOUTHGRID-RALPP
1552050192.5401554,94432,UKI-SCOTGRID-ECDF2,CLF
1552057404.7709446,152576,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
1552070095.4421318,115744,UKI-SOUTHGRID-CAM-HEP,UK-CAM-CUMULUS
1552073175.5998096,2496,UKI-SCOTGRID-ECDF2,skatelescope.eu
1552074361.7727563,160608,UKI-LT2-QMUL4,virgo
1552075384.0304925,15296,UKI-NORTHGRID-MAN-HEP14,gaia-prod
1552076029.9726796,103808,UKI-SOUTHGRID-OX-HEP2,iris.ac.uk
1552077959.9842978,97856,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BRIS-HEP
1552097577.3998103,127104,UKI-LT2-QMUL4,dirac
1552114963.7004945,136096,ral-cloud244,Diamond
1552118968.3612826,111840,UK-CAM-CUMULUS47,LSST
1552121767.7280157,37440,UKI-LT2-IC-HEP25,UKI-LT2-QMUL
1552131094.6133585,136704,UKI-SOUTHGRID-BHAM-HEP,vo.cta.in2p3.fr
1552131886.1390429,11968,UKI-LT2-Brunel9,EUCLID
1552141157.372668,81280,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-BRIS-HEP
1552149954.7875478,71200,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-SHEF-HEP
1552151070.7629447,136128,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BHAM-HEP
1552156139.3288713,40864,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BRIS-HEP
1552173342.6062715,19552,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-BHAM-HEP
1552178276.5470052,5888,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LIV-HEP
1552178317.6725848,141376,RAL-LCG211,AENEAS
1552183526.819632,110976,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LIV-HEP
1552195300.5143268,1984,UKI-NORTHGRID-LANCS-HEP7,casu
1552195609.37954,32096,UKI-LT2-QMUL4,UKI-LT2-QMUL
1552205797.708408,111104,UKI-SCOTGRID-GLASGOW4,CLF
1552212747.3025782,53536,UKI-SOUTHGRID-RALPP5,EUCLID
1552224142.8459046,77088,UKI-LT2-RH,gaia-dev
1552237030.0903234,160768,UKI-LT2-IC-HEP25,UKI-LT2-QMUL
1552245977.8923771,115424,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-RALPP
1552254222.9115844,121344,UKI-SOUTHGRID-CAM-HEP,RAL-LCG2
1552258134.018961,20736,UK-CAM-CUMULUS47,UKI-LT2-RHUL
1552260033.8331437,48928,UKI-LT2-QMUL4,vo.cta.in2p3.fr
1552279730.6317084,121760,RAL-LCG211,UKI-LT2-QMUL
1552299491.5727172,159232,UKI-LT2-IC-HEP25,gaia
1552304525.5138462,29376,ral-cloud244,gaia-prod
1552308007.5046878,68736,UKI-SCOTGRID-ECDF2,RAL-LCG2
1552309463.727889,36544,UKI-SOUTHGRID-OX-HEP2,ISIS
1552319739.7066896,91424,UKI-SCOTGRID-ECDF2,UKI-LT2-QMUL
1552330899.5214727,153376,UKI-LT2-Brunel9,UK-CAM-CUMULUS
1552335786.9958594,22528,UK-CAM-CUMULUS47,vcycle
1552339061.9064603,0,ral-cloud244,Allocation
1552340588.640666,123904,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1552351945.8398066,121248,UKI-SOUTHGRID-BRIS-HEP1,gaia
1552363880.0238085,14368,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-QMUL
1552366229.273909,125664,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1552366802.0427387,93376,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-MAN-HEP
1552373517.510531,80928,UK-CAM-CUMULUS47,lz
1552384179.2922015,80416,ral-cloud244,dirac
1552443218.961784,132672,UKI-SOUTHGRID-RALPP5,UKI-LT2-IC-HEP
1552453825.6210713,126592,UKI-LT2-QMUL4,eMERLIN
1552453856.7287576,99360,UKI-SOUTHGRID-BHAM-HEP,ISIS
1552474492.3082278,132192,UK-CAM-CUMULUS47,gaia-test
1552477169.181906,9536,RAL-LCG211,Diamond
1552477375.157922,165696,ral-cloud244,UKI-LT2-QMUL
1552484981.5854766,109984,UKI-LT2-RH,gaia-prod
1552489043.7799435,66496,UKI-NORTHGRID-LANCS-HEP7,skatelescope.eu
1552509231.9109187,125952,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-MAN-HEP
1552540030.8585167,118272,UKI-LT2-IC-HEP25,UKI-LT2-Brunel
1552540547.5592396,112832,UKI-SOUTHGRID-OX-HEP2,skatelescope.eu
1552555023.7346783,5728,UKI-SOUTHGRID-OX-HEP2,skatelescope.eu
1552556995.855809,71552,UKI-SOUTHGRID-BRIS-HEP1,vo.cta.in2p3.fr
1552578954.8310192,138464,UKI-SCOTGRID-ECDF2,UKI-LT2-QMUL
1552579729.3747063,21920,UKI-LT2-Brunel9,UKI-LT2-RHUL
1552585063.0989783,163328,UKI-LT2-QMUL4,gaia-test
1552597374.9568415,128896,UKI-SOUTHGRID-BHAM-HEP,virgo
1552611637.1408772,25312,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-OX-HEP
1552620425.1273413,51968,UKI-LT2-RH,jintrac
1552629892.402513,146208,UKI-SOUTHGRID-OX-HEP2,gaia
1552639868.5466945,46784,ral-cloud244,skatelescope.eu
1552643831.6835916,24096,UKI-SOUTHGRID-BHAM-HEP,lz
1552654588.3463922,132192,RAL-LCG211,UKI-LT2-Brunel
1552655379.2790549,88928,ral-cloud244,gaia
1552658231.3955774,40960,UKI-LT2-IC-HEP25,UKI-NORTHGRID-LANCS-HEP
1552658357.1639144,85760,RAL-LCG211,UKI-NORTHGRID-SHEF-HEP
1552661903.0946634,105664,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BHAM-HEP
1552666279.1066272,112768,UKI-SCOTGRID-ECDF2,lsst
1552673226.1968331,48288,UKI-NORTHGRID-SHEF-HEP7,Capacity
1552676740.3633773,143360,UKI-NORTHGRID-SHEF-HEP7,RAL-LCG2
1552676993.6897,157120,UKI-SOUTHGRID-RALPP5,virgo
1552686212.7436523,86752,UK-CAM-CUMULUS47,UK-CAM-CUMULUS
1552715429.814185,125664,UKI-SCOTGRID-GLASGOW4,lz
1552724868.8410592,125856,UKI-LT2-IC-HEP25,jintrac
1552730976.5300744,66528,RAL-LCG211,UKI-LT2-RHUL
1552744766.7787318,4256,UKI-SOUTHGRID-BRIS-HEP1,CLF
1552750066.9634178,17824,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-CAM-HEP
1552777935.0073204,99040,UK-CAM-CUMULUS47,UKI-SCOTGRID-ECDF
1552787790.6038857,43456,UKI-NORTHGRID-LANCS-HEP7,UKI-SCOTGRID-GLASGOW
1552790369.493006,20256,UKI-SOUTHGRID-CAM-HEP,gaia-test
1552791353.1606407,26560,ral-cloud244,virgo
1552822669.4645443,8160,UKI-NORTHGRID-LANCS-HEP7,dirac
1552825593.2262657,165888,UKI-NORTHGRID-MAN-HEP14,RAL-LCG2
1552831379.424325,168192,UK-CAM-CUMULUS47,virgo
1552844045.482928,32864,UKI-SOUTHGRID-RALPP5,CCFE
1552871010.3812108,46752,UKI-SOUTHGRID-BRIS-HEP1,dirac
1552885223.8100078,31072,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
1552891326.0660584,92832,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
1552897064.5913432,288,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-BHAM-HEP
1552901611.9616044,127008,UKI-LT2-QMUL4,lz
1552910693.8598182,18912,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-RALPP
1552922740.3469918,800,UKI-SOUTHGRID-RALPP5,CLF
1552925133.9797647,150080,UKI-SCOTGRID-ECDF2,gaia
1552931856.1898892,62432,UKI-LT2-QMUL4,UKI-NORTHGRID-LANCS-HEP
1552941973.766333,55072,UKI-SOUTHGRID-BHAM-HEP,virgo
1552948882.4749303,146336,UKI-SOUTHGRID-BHAM-HEP,vcycle
1552953614.0293489,144928,UKI-SOUTHGRID-BHAM-HEP,lsst
1552957359.2798803,56544,ral-cloud244,UKI-SOUTHGRID-BRIS-HEP
1552959078.9727204,38016,RAL-LCG211,UKI-SCOTGRID-ECDF
1552974385.6066015,128544,UKI-LT2-Brunel9,dune
1552974846.7337337,91424,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BHAM-HEP
1552987313.5786786,164928,ral-cloud244,ISIS
1552987693.5106952,14848,UKI-LT2-IC-HEP25,ral-cloud
1552989573.7050035,57248,UKI-SOUTHGRID-CAM-HEP,Allocation
1552995541.7620456,4608,UKI-SOUTHGRID-RALPP5,lz
1553006482.1710184,131328,RAL-LCG211,gaia-test
1553007042.6595888,29760,UKI-SCOTGRID-GLASGOW4,Capacity
1553015009.8163452,63776,UKI-SOUTHGRID-BHAM-HEP,Capacity
1553021015.5150812,33632,UKI-SOUTHGRID-OX-HEP2,jintrac
1553026173.287088,44960,UKI-NORTHGRID-LANCS-HEP7,eMERLIN
1553032531.0406082,149248,UKI-SOUTHGRID-BRIS-HEP1,ISIS
1553038027.4302988,164608,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-IC-HEP
1553047129.2197213,164448,UKI-SOUTHGRID-RALPP5,jintrac
1553078789.0318763,103648,UKI-LT2-Brunel9,UKI-NORTHGRID-SHEF-HEP
1553080308.5961356,135424,UKI-SOUTHGRID-OX-HEP2,Diamond
1553104961.9726532,67776,ral-cloud244,vcycle
1553109147.4997258,165088,RAL-LCG211,UKI-LT2-RHUL
1553129524.9238453,67616,UKI-LT2-RH,UKI-LT2-RHUL
1553134423.480672,102848,UKI-SOUTHGRID-CAM-HEP,ISIS
1553151770.357796,135936,RAL-LCG211,UKI-LT2-IC-HEP
1553153578.3806484,3840,UKI-SCOTGRID-GLASGOW4,LSST
1553164789.596511,53632,UKI-LT2-IC-HEP25,UKI-NORTHGRID-LIV-HEP
1553170476.5243244,81088,UKI-LT2-IC-HEP25,Diamond
1553179610.6602821,112352,UKI-LT2-IC-HEP25,iris.ac.uk
1553186499.4823554,137536,UKI-LT2-Brunel9,UKI-NORTHGRID-MAN-HEP
1553189741.704146,7872,UKI-SOUTHGRID-CAM-HEP,lz
1553209678.067874,74272,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-OX-HEP
1553230423.5273347,165664,UKI-SOUTHGRID-BHAM-HEP,Diamond
1553231338.7430708,163104,UKI-SOUTHGRID-BRIS-HEP1,gaia-dev
1553232674.1023114,107968,UKI-LT2-Brunel9,skatelescope.eu
1553237000.6127162,17344,UK-CAM-CUMULUS47,gaia
1553258073.236061,157216,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
1553263180.844893,10624,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-OX-HEP
1553280295.3981094,123136,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-RHUL
1553281016.4147675,125760,UKI-SOUTHGRID-RALPP5,dune
1553299748.4730308,5568,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-OX-HEP
1553302445.3854792,93632,UK-CAM-CUMULUS47,RAL-LCG2
1553325005.479047,76448,UKI-NORTHGRID-LANCS-HEP7,gaia-test
1553331480.9849205,86432,UKI-LT2-IC-HEP25,virgo
1553331666.9100475,158912,ral-cloud244,Allocation
