,date,cores,site,vo
2921,1600681473.2631657,68192,UKI-LT2-RH,EUCLID
2922,1549946158.1510756,62464,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-BRIS-HEP
2923,1575959479.4494674,184352,UKI-SOUTHGRID-RALPP5,ISIS
2924,1571111674.4608352,49408,UKI-NORTHGRID-SHEF-HEP7,gaia-prod
2925,1567385169.1701035,26080,UKI-LT2-RH,UKI-NORTHGRID-LIV-HEP
2926,1532775856.09539,180576,UKI-NORTHGRID-LANCS-HEP7,UKI-LT2-IC-HEP
2927,1561649981.7743933,10240,UKI-SOUTHGRID-BRIS-HEP1,ISIS
2928,1607977808.9850233,124672,RAL-LCG211,UKI-NORTHGRID-LIV-HEP
2929,1550732779.5838184,183136,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-ECDF
2930,1601635496.5644314,91104,RAL-LCG211,vo.cta.in2p3.fr
2931,1614583358.6624446,43264,UKI-SCOTGRID-ECDF2,gaia
2932,1579138369.4435525,97856,UKI-LT2-IC-HEP25,UKI-NORTHGRID-MAN-HEP
2933,1552671280.183058,94144,RAL-LCG211,ISIS
2934,1613832221.16774,11232,UKI-SCOTGRID-GLASGOW4,virgo
2935,1546300413.0429971,82560,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
2936,1615978695.9518244,98528,UKI-NORTHGRID-LIV-HEP3,vo.cta.in2p3.fr
2937,1609015453.0789688,182368,UKI-SOUTHGRID-BHAM-HEP,Capacity
2938,1579662136.5641294,23936,UKI-LT2-Brunel9,Allocation
2939,1581765075.298596,58656,UKI-SOUTHGRID-OX-HEP2,gaia
2940,1572517995.0722814,167360,UKI-LT2-RH,UKI-LT2-IC-HEP
2941,1590621590.05683,120608,UKI-LT2-Brunel9,RAL-LCG2
2942,1576326158.465442,65184,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-Brunel
2943,1556470641.834472,35488,UKI-LT2-IC-HEP25,dirac
2944,1554552236.2716827,6688,UKI-NORTHGRID-MAN-HEP14,AENEAS
2945,1595065496.6151583,160864,ral-cloud244,Allocation
2946,1606239041.868703,92096,UKI-SOUTHGRID-CAM-HEP,dirac
2947,1606375529.6640174,133632,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BRIS-HEP
2948,1539994346.7009916,182336,UKI-LT2-Brunel9,EUCLID
2949,1616262698.026299,19520,ral-cloud244,UKI-SOUTHGRID-RALPP
2950,1595016420.098362,10016,UKI-NORTHGRID-SHEF-HEP7,UKI-SCOTGRID-ECDF
2951,1536311916.9460728,81792,UKI-NORTHGRID-LANCS-HEP7,dirac
2952,1533066546.7606735,9312,UKI-LT2-IC-HEP25,gaia-prod
2953,1613760679.5919192,102784,UKI-LT2-IC-HEP25,dune
2954,1582539936.380374,123104,UKI-NORTHGRID-SHEF-HEP7,gaia-dev
2955,1580174557.5624533,83936,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-Brunel
2956,1565938578.236977,23264,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-RHUL
2957,1580633559.1542156,171776,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-CAM-HEP
2958,1614177457.445687,129760,UKI-SCOTGRID-ECDF2,virgo
2959,1614219852.2311833,21088,UKI-SOUTHGRID-CAM-HEP,eMERLIN
2960,1535722889.013565,124736,UKI-NORTHGRID-SHEF-HEP7,Diamond
2961,1547824054.8558154,186912,UKI-LT2-RH,UKI-NORTHGRID-MAN-HEP
2962,1623169397.6391783,135584,ral-cloud244,virgo
2963,1562613558.7963524,79840,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-SHEF-HEP
2964,1584992203.637712,157728,UKI-LT2-QMUL4,skatelescope.eu
2965,1577437800.699445,72032,UKI-LT2-RH,eMERLIN
2966,1567240964.274137,12576,UKI-NORTHGRID-LIV-HEP3,lz
2967,1597831293.56576,11840,UKI-SCOTGRID-GLASGOW4,ISIS
2968,1619049572.4057465,72704,UKI-LT2-QMUL4,UKI-SCOTGRID-ECDF
2969,1590210749.7228494,1504,ral-cloud244,dune
2970,1572334749.9592586,69600,UKI-SCOTGRID-ECDF2,lsst
2971,1609908829.8700404,29344,UKI-NORTHGRID-MAN-HEP14,UK-CAM-CUMULUS
2972,1589809518.0608602,174560,UKI-NORTHGRID-MAN-HEP14,lsst
2973,1542540141.5800462,80960,UKI-NORTHGRID-SHEF-HEP7,lz
2974,1543843098.0221696,39808,UKI-SOUTHGRID-RALPP5,UKI-LT2-QMUL
2975,1585704633.109836,81760,UK-CAM-CUMULUS47,ISIS
2976,1604720226.8050013,116256,UKI-LT2-IC-HEP25,UKI-SCOTGRID-GLASGOW
2977,1610526499.1490753,67200,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-IC-HEP
2978,1577718497.4050238,88384,UKI-LT2-IC-HEP25,casu
2979,1573181946.8140535,111744,UKI-LT2-RH,UKI-NORTHGRID-SHEF-HEP
2980,1618374018.5766659,38144,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BRIS-HEP
2981,1587860282.6529286,18016,UKI-LT2-IC-HEP25,UK-CAM-CUMULUS
2982,1610504941.705629,170784,UKI-LT2-Brunel9,LSST
2983,1555873234.878446,154208,UKI-LT2-Brunel9,UKI-SOUTHGRID-RALPP
2984,1602596135.8280427,147872,UKI-SCOTGRID-ECDF2,dirac
2985,1581059299.5124073,146528,UKI-LT2-RH,UKI-LT2-Brunel
2986,1592660502.4072049,43264,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-RALPP
2987,1562906638.3297489,84512,RAL-LCG211,UKI-SOUTHGRID-BRIS-HEP
2988,1535562065.4823573,153568,UKI-SOUTHGRID-RALPP5,lsst
2989,1570600049.3644474,188448,ral-cloud244,UKI-SCOTGRID-GLASGOW
2990,1587488059.8543274,88512,UKI-NORTHGRID-MAN-HEP14,jintrac
2991,1597316173.4679244,185376,UKI-SOUTHGRID-CAM-HEP,gaia-dev
2992,1548076631.0590053,64672,UKI-NORTHGRID-LIV-HEP3,Diamond
2993,1535070865.2225697,39008,UKI-SOUTHGRID-BHAM-HEP,Allocation
2994,1575674660.4481366,61920,UKI-LT2-RH,dune
2995,1612232093.6277864,2976,UKI-SOUTHGRID-RALPP5,gaia
2996,1539711503.2817101,169408,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-QMUL
2997,1547265592.7024155,47648,UKI-SOUTHGRID-CAM-HEP,dune
2998,1560120766.844641,171456,UKI-LT2-RH,virgo
2999,1611871927.793839,139648,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
3000,1606848781.4287052,80512,RAL-LCG211,CLF
3001,1619546725.240134,89216,UKI-NORTHGRID-SHEF-HEP7,vo.cta.in2p3.fr
3002,1572311884.6249082,171072,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BHAM-HEP
3003,1596673998.5084178,103488,UKI-LT2-QMUL4,UKI-SOUTHGRID-BHAM-HEP
3004,1569210755.411607,133632,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LIV-HEP
3005,1559670835.3356278,59168,UKI-NORTHGRID-MAN-HEP14,AENEAS
3006,1581164864.173249,92992,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-LIV-HEP
3007,1609420496.54214,87616,UKI-NORTHGRID-LANCS-HEP7,skatelescope.eu
3008,1534860036.3684902,94624,ral-cloud244,UKI-SOUTHGRID-OX-HEP
3009,1536837497.3949096,161536,UKI-SOUTHGRID-CAM-HEP,dune
3010,1537229480.8312807,173344,ral-cloud244,casu
3011,1572698799.8629756,134784,RAL-LCG211,UKI-LT2-Brunel
3012,1530777739.8844054,26784,RAL-LCG211,skatelescope.eu
3013,1558735793.988564,90144,UKI-LT2-QMUL4,dune
3014,1548856089.3460312,116768,UKI-SCOTGRID-ECDF2,Capacity
3015,1601757911.6820488,74336,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-SHEF-HEP
3016,1570301816.187873,50464,UKI-NORTHGRID-LIV-HEP3,casu
3017,1538046947.1812327,178272,UKI-SOUTHGRID-CAM-HEP,gaia-prod
3018,1563785268.3643196,163712,UKI-LT2-QMUL4,Capacity
3019,1543542311.9741614,145216,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LANCS-HEP
3020,1591031038.3011007,7616,UK-CAM-CUMULUS47,AENEAS
3021,1613138721.2043588,91040,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-MAN-HEP
3022,1601439549.1832573,1664,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-LIV-HEP
3023,1586426242.1335979,90112,UKI-SOUTHGRID-OX-HEP2,eMERLIN
3024,1558555443.0306969,168736,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-GLASGOW
3025,1572614437.547699,10944,UKI-NORTHGRID-SHEF-HEP7,lsst
3026,1586409555.5285902,71808,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
3027,1591599382.395327,84960,UKI-LT2-QMUL4,gaia-prod
3028,1534346147.6923046,43200,UKI-NORTHGRID-LANCS-HEP7,CLF
3029,1598278583.677246,131040,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-BHAM-HEP
3030,1617760794.6701748,88992,ral-cloud244,AENEAS
3031,1597143734.31334,44992,UK-CAM-CUMULUS47,iris.ac.uk
3032,1612902913.180598,144800,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-BHAM-HEP
3033,1579497992.7817092,182592,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
3034,1555215151.9236505,134272,UKI-NORTHGRID-SHEF-HEP7,AENEAS
3035,1575362377.1139867,140000,UKI-SOUTHGRID-BRIS-HEP1,RAL-LCG2
3036,1552311942.6283877,145632,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
3037,1617996204.2280607,120352,UKI-SOUTHGRID-BRIS-HEP1,lsst
3038,1572051341.4648633,169152,ral-cloud244,lz
3039,1539031677.75571,52352,UKI-SOUTHGRID-BHAM-HEP,lz
3040,1611583176.693436,81376,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-ECDF
3041,1604388867.9746163,168896,UKI-SOUTHGRID-BRIS-HEP1,ISIS
3042,1614520026.1099682,51776,UKI-NORTHGRID-LANCS-HEP7,ISIS
3043,1554696614.463579,9920,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
3044,1555689726.6084435,82336,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
3045,1551802450.195616,52512,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
3046,1620484233.089775,27168,UKI-SOUTHGRID-RALPP5,ISIS
3047,1580726084.385045,164864,UKI-SOUTHGRID-BRIS-HEP1,AENEAS
3048,1606222497.3627346,124672,UKI-SOUTHGRID-RALPP5,dirac
3049,1596102038.2280664,50080,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BHAM-HEP
3050,1529633815.303596,138592,UKI-LT2-QMUL4,UKI-SCOTGRID-GLASGOW
3051,1592829200.6632965,122176,UKI-SCOTGRID-ECDF2,gaia-test
3052,1569085292.4327059,180224,UKI-NORTHGRID-LIV-HEP3,CCFE
3053,1535019135.4800024,159712,UKI-SOUTHGRID-CAM-HEP,lz
3054,1610032579.2257497,71872,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-MAN-HEP
3055,1539487870.9541197,139360,UKI-LT2-QMUL4,UKI-SOUTHGRID-CAM-HEP
3056,1618574868.4524686,165856,UKI-SOUTHGRID-BRIS-HEP1,gaia-dev
3057,1602760622.6697228,29888,RAL-LCG211,UKI-NORTHGRID-LANCS-HEP
3058,1580321615.3490684,179104,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
3059,1549077379.1466992,126816,UKI-LT2-RH,vo.cta.in2p3.fr
3060,1601009352.2090554,34592,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-SHEF-HEP
3061,1618957776.4606316,53664,UKI-SCOTGRID-ECDF2,eMERLIN
3062,1563692195.8212304,147552,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-OX-HEP
3063,1549641586.7914805,74752,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
3064,1593408083.0736856,11520,UKI-LT2-IC-HEP25,virgo
3065,1567297387.4229302,63520,UKI-SCOTGRID-GLASGOW4,LSST
3066,1596228762.9709687,25792,UKI-LT2-Brunel9,UKI-SCOTGRID-GLASGOW
3067,1599939762.445403,4992,UKI-SOUTHGRID-BHAM-HEP,vcycle
3068,1611716713.6008346,112864,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LIV-HEP
3069,1593433576.8652778,512,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-RALPP
3070,1588101514.016544,56480,UKI-SOUTHGRID-OX-HEP2,lsst
3071,1621156612.3183937,64160,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LIV-HEP
3072,1621142087.323189,36544,UKI-NORTHGRID-LIV-HEP3,vcycle
3073,1589862048.4241068,94560,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
3074,1615152269.5665107,147808,UKI-NORTHGRID-SHEF-HEP7,casu
3075,1588793088.9202895,21216,ral-cloud244,Capacity
3076,1575987032.0622687,49824,ral-cloud244,lsst
3077,1590569568.761894,9600,UKI-LT2-IC-HEP25,EUCLID
3078,1586805664.806083,196256,UKI-SOUTHGRID-RALPP5,UKI-LT2-RHUL
3079,1608190356.364694,152800,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-Brunel
3080,1608995278.2965386,32704,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-BRIS-HEP
3081,1599755565.886139,179744,UKI-SOUTHGRID-CAM-HEP,eMERLIN
3082,1577215850.3939626,131456,UKI-NORTHGRID-LIV-HEP3,skatelescope.eu
3083,1616633090.388099,175936,RAL-LCG211,lz
3084,1594354142.6887662,12032,UKI-SCOTGRID-ECDF2,UKI-LT2-RHUL
3085,1609505206.7439692,100288,UKI-SOUTHGRID-BHAM-HEP,gaia
3086,1535246223.4856002,113472,UKI-NORTHGRID-MAN-HEP14,casu
3087,1552055181.9657834,101088,UKI-LT2-IC-HEP25,lz
3088,1568828616.3582444,164288,UKI-SCOTGRID-ECDF2,eMERLIN
3089,1580384060.129702,116800,UKI-SOUTHGRID-CAM-HEP,CLF
3090,1579532262.8328767,81600,UKI-SCOTGRID-GLASGOW4,dirac
3091,1577236559.796613,47136,UKI-SCOTGRID-ECDF2,UKI-LT2-IC-HEP
3092,1609334771.9979303,92288,ral-cloud244,UKI-NORTHGRID-MAN-HEP
3093,1601798194.1810396,67712,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-RHUL
3094,1603855857.8739161,99680,UKI-LT2-Brunel9,UKI-LT2-RHUL
3095,1587319804.2791061,54048,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BHAM-HEP
3096,1601934272.1203463,97792,UKI-NORTHGRID-SHEF-HEP7,gaia-dev
3097,1539767886.5631492,33728,UKI-LT2-RH,UKI-SOUTHGRID-OX-HEP
3098,1547984656.6067538,191936,ral-cloud244,UKI-SOUTHGRID-BRIS-HEP
3099,1547903923.8704438,8416,UK-CAM-CUMULUS47,UKI-SCOTGRID-ECDF
3100,1536956475.1448898,103424,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LIV-HEP
3101,1576093925.053829,75264,UKI-LT2-Brunel9,UKI-NORTHGRID-MAN-HEP
3102,1619099327.458841,64608,UKI-SOUTHGRID-RALPP5,jintrac
3103,1599802744.6099167,25344,UKI-NORTHGRID-SHEF-HEP7,RAL-LCG2
3104,1550669715.7504559,72128,ral-cloud244,UKI-LT2-QMUL
3105,1610591502.597382,162400,UKI-SOUTHGRID-CAM-HEP,AENEAS
3106,1559504363.600103,172256,UKI-SCOTGRID-ECDF2,dune
3107,1561135739.827025,16704,UKI-SOUTHGRID-OX-HEP2,gaia
3108,1553034997.4718742,52192,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-QMUL
3109,1584655246.2673542,66976,ral-cloud244,gaia
3110,1550847693.1605482,68960,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
3111,1594731630.998758,119616,UKI-SOUTHGRID-RALPP5,AENEAS
3112,1581175885.0971968,59392,UKI-SCOTGRID-GLASGOW4,UKI-LT2-RHUL
3113,1616556029.986559,109312,UKI-LT2-Brunel9,Capacity
3114,1590955323.5882401,190112,UKI-NORTHGRID-LANCS-HEP7,gaia-prod
3115,1566345199.5335255,148064,UKI-SOUTHGRID-OX-HEP2,gaia-test
3116,1601790757.8504086,183328,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
3117,1618755311.0010488,144064,UKI-NORTHGRID-LANCS-HEP7,Diamond
3118,1558930366.7299974,154912,UK-CAM-CUMULUS47,UKI-LT2-RHUL
3119,1546636402.5242777,185344,RAL-LCG211,UKI-NORTHGRID-SHEF-HEP
3120,1583377575.3293803,168352,RAL-LCG211,ral-cloud
3121,1622745498.4405725,153504,UKI-SOUTHGRID-BHAM-HEP,Diamond
3122,1554241530.1894712,59136,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-CAM-HEP
3123,1575769638.418423,75360,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
3124,1584429025.3652508,69664,UKI-LT2-RH,vo.cta.in2p3.fr
3125,1622741435.7128274,73504,UKI-SOUTHGRID-BRIS-HEP1,gaia
3126,1577565747.516425,147424,UKI-SOUTHGRID-CAM-HEP,gaia-dev
3127,1552499055.6361997,73632,UKI-SOUTHGRID-CAM-HEP,UKI-SCOTGRID-ECDF
3128,1550956614.3148358,150112,UKI-SOUTHGRID-BRIS-HEP1,CCFE
3129,1611917162.447522,142976,ral-cloud244,Diamond
3130,1590621601.069098,17696,UKI-LT2-RH,EUCLID
3131,1576830653.6525776,117056,UKI-NORTHGRID-SHEF-HEP7,skatelescope.eu
3132,1574860543.3920515,61696,UKI-LT2-QMUL4,EUCLID
3133,1575600498.394491,60448,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-RALPP
3134,1616598952.2770128,135296,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BRIS-HEP
3135,1546219494.3946638,28320,UKI-NORTHGRID-LANCS-HEP7,UK-CAM-CUMULUS
3136,1581825921.048321,72736,UKI-LT2-QMUL4,gaia-test
3137,1582269445.069766,75648,UKI-SOUTHGRID-CAM-HEP,AENEAS
3138,1528280461.6916022,83104,RAL-LCG211,UKI-SOUTHGRID-RALPP
3139,1548525030.5724518,64448,UKI-SOUTHGRID-CAM-HEP,dirac
3140,1582258949.3371534,55264,UKI-SOUTHGRID-BHAM-HEP,gaia-dev
3141,1616276491.432666,151936,ral-cloud244,UKI-SOUTHGRID-RALPP
3142,1581315000.2618392,121504,UKI-SOUTHGRID-BHAM-HEP,gaia-test
3143,1614876137.3584077,100032,RAL-LCG211,UKI-NORTHGRID-SHEF-HEP
3144,1619266878.91037,84928,UKI-LT2-RH,lz
3145,1532183868.0051665,53696,UKI-SCOTGRID-GLASGOW4,AENEAS
3146,1588421567.3641713,103712,UKI-LT2-Brunel9,EUCLID
3147,1587481467.998899,23104,UKI-SOUTHGRID-RALPP5,CCFE
3148,1563417483.3186164,14240,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-RALPP
3149,1601634592.7498696,181664,UKI-SOUTHGRID-RALPP5,UKI-LT2-IC-HEP
3150,1590264840.8587277,26080,UKI-SOUTHGRID-OX-HEP2,casu
3151,1527469586.114747,155584,UKI-LT2-RH,UKI-SOUTHGRID-RALPP
3152,1604208793.3805134,186400,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-GLASGOW
3153,1546929867.3572962,186048,UKI-SOUTHGRID-CAM-HEP,vcycle
3154,1588536312.5739074,174016,RAL-LCG211,UKI-SOUTHGRID-RALPP
3155,1608862303.0241187,201376,RAL-LCG211,UK-CAM-CUMULUS
3156,1593672959.7742832,69344,UKI-NORTHGRID-SHEF-HEP7,RAL-LCG2
3157,1589956700.4437938,92000,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-RALPP
3158,1579357108.267278,97920,RAL-LCG211,UKI-SOUTHGRID-CAM-HEP
3159,1562784775.615107,161888,UKI-LT2-IC-HEP25,UKI-NORTHGRID-SHEF-HEP
3160,1553157097.348937,151008,UKI-SOUTHGRID-BRIS-HEP1,UKI-SCOTGRID-GLASGOW
3161,1530599282.9710805,149248,UKI-SOUTHGRID-CAM-HEP,dune
3162,1573700939.0502262,42912,UKI-SOUTHGRID-RALPP5,CLF
3163,1598061783.382654,133312,UK-CAM-CUMULUS47,UKI-LT2-IC-HEP
3164,1537103943.9931996,121344,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-OX-HEP
3165,1609563397.3722825,108160,UKI-LT2-RH,Allocation
3166,1621857543.3869102,147168,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-CAM-HEP
3167,1545625410.578713,83168,UK-CAM-CUMULUS47,UKI-SOUTHGRID-RALPP
3168,1595167106.451948,121280,UKI-SCOTGRID-GLASGOW4,jintrac
3169,1598456404.2430046,80000,UKI-LT2-Brunel9,dirac
3170,1579839337.2550159,187360,UKI-LT2-RH,UKI-SCOTGRID-GLASGOW
3171,1549312072.2634397,198848,UKI-SCOTGRID-GLASGOW4,Diamond
3172,1591967176.458894,19008,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-QMUL
3173,1598526193.8107703,115136,ral-cloud244,UKI-NORTHGRID-LIV-HEP
3174,1610241609.8833945,104672,UKI-NORTHGRID-LANCS-HEP7,CCFE
3175,1545823669.9540458,80288,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
3176,1537370635.1766627,113024,UKI-NORTHGRID-LIV-HEP3,lsst
3177,1534961116.6622756,109696,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-SHEF-HEP
3178,1604907115.2693534,91232,UKI-SOUTHGRID-OX-HEP2,vcycle
3179,1555922156.5995712,149088,UKI-NORTHGRID-LIV-HEP3,vo.cta.in2p3.fr
3180,1588875450.0588858,174208,UKI-SCOTGRID-ECDF2,CLF
3181,1611567631.3785625,115872,UK-CAM-CUMULUS47,AENEAS
3182,1563965018.540714,57536,UKI-LT2-IC-HEP25,vo.cta.in2p3.fr
3183,1616387209.9324234,38976,UKI-SCOTGRID-GLASGOW4,Diamond
3184,1597689664.990801,43040,UKI-SOUTHGRID-BHAM-HEP,ral-cloud
3185,1552305462.775797,37344,RAL-LCG211,UKI-LT2-Brunel
3186,1557807267.1678152,121792,UKI-SOUTHGRID-RALPP5,dirac
3187,1556534108.2461874,736,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-GLASGOW
3188,1566114427.7651172,21056,UKI-NORTHGRID-MAN-HEP14,jintrac
3189,1555808053.868731,90336,UKI-NORTHGRID-MAN-HEP14,CLF
3190,1594088953.502771,40960,UKI-SOUTHGRID-CAM-HEP,Capacity
3191,1575064553.7099676,131616,UKI-LT2-RH,UKI-NORTHGRID-SHEF-HEP
3192,1537967525.5188127,63936,UKI-SOUTHGRID-BRIS-HEP1,CLF
3193,1617845156.7198045,5088,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
3194,1599607202.7428381,22496,RAL-LCG211,gaia-prod
3195,1603535745.2295094,46880,UK-CAM-CUMULUS47,AENEAS
3196,1602202621.6133342,163552,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-RHUL
3197,1605816494.8164728,91616,RAL-LCG211,eMERLIN
3198,1576128237.4638135,107552,UKI-NORTHGRID-SHEF-HEP7,ISIS
3199,1554123774.8152666,109728,UKI-SOUTHGRID-BHAM-HEP,gaia-test
3200,1534627776.1638594,184032,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-RALPP
3201,1570760629.0168996,148544,UKI-LT2-IC-HEP25,UKI-NORTHGRID-MAN-HEP
3202,1567191972.395012,82272,UKI-LT2-QMUL4,vo.cta.in2p3.fr
3203,1528345224.7939713,25760,UKI-LT2-RH,CCFE
3204,1610534087.92544,89024,ral-cloud244,skatelescope.eu
3205,1543074406.970876,78688,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-RALPP
3206,1622424255.7599545,12704,UKI-NORTHGRID-MAN-HEP14,CCFE
3207,1600405345.5954475,132704,UKI-NORTHGRID-LANCS-HEP7,LSST
3208,1583109164.6770883,197760,UKI-LT2-QMUL4,UKI-SOUTHGRID-OX-HEP
3209,1600054694.8716702,17152,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-MAN-HEP
3210,1585643835.144406,46496,ral-cloud244,UKI-LT2-Brunel
3211,1595212672.5706675,3552,UKI-SOUTHGRID-OX-HEP2,Allocation
3212,1564534913.5446384,83424,UKI-SOUTHGRID-RALPP5,AENEAS
3213,1574858147.8151684,128,UKI-SOUTHGRID-CAM-HEP,ISIS
3214,1610300416.640509,85760,UKI-LT2-RH,UKI-LT2-Brunel
3215,1570006975.901769,112640,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-RHUL
3216,1586799750.6515262,196960,UKI-LT2-QMUL4,casu
3217,1585633306.5336642,15072,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-LANCS-HEP
3218,1535089278.0863998,163168,UKI-SOUTHGRID-BRIS-HEP1,lz
3219,1549651450.1214044,132096,UKI-NORTHGRID-LIV-HEP3,EUCLID
3220,1618823038.356126,142240,UKI-SOUTHGRID-BHAM-HEP,vo.cta.in2p3.fr
3221,1589980304.2867131,88608,UKI-SOUTHGRID-OX-HEP2,dune
3222,1579890642.7350197,164928,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-SHEF-HEP
3223,1593181726.3539457,137920,UKI-SCOTGRID-GLASGOW4,eMERLIN
3224,1593862289.618268,3872,UKI-NORTHGRID-MAN-HEP14,gaia-dev
3225,1614618980.4475763,153536,UKI-LT2-RH,UKI-SOUTHGRID-BHAM-HEP
3226,1567881349.829886,187936,UKI-SCOTGRID-GLASGOW4,vo.cta.in2p3.fr
3227,1610524463.0627148,168736,UKI-SOUTHGRID-OX-HEP2,Allocation
3228,1563311989.1945236,26848,RAL-LCG211,AENEAS
3229,1620353074.2242513,16480,ral-cloud244,ISIS
3230,1546815332.3422492,3552,UKI-SCOTGRID-GLASGOW4,ISIS
3231,1575890735.0715637,202400,UKI-LT2-IC-HEP25,dirac
3232,1579489876.9960914,53824,UKI-SCOTGRID-GLASGOW4,vcycle
3233,1568059055.1053917,83264,ral-cloud244,UKI-SOUTHGRID-RALPP
3234,1555353266.260867,32576,UKI-LT2-QMUL4,gaia
3235,1562531850.3854482,202880,UKI-LT2-IC-HEP25,lz
3236,1537420240.742001,192864,RAL-LCG211,ral-cloud
3237,1594635648.1261783,98880,RAL-LCG211,UKI-LT2-IC-HEP
3238,1537155312.7106934,157696,UKI-SCOTGRID-GLASGOW4,gaia-dev
3239,1593707119.1601586,4320,UKI-SCOTGRID-ECDF2,dune
3240,1599151106.0088382,87040,UKI-LT2-IC-HEP25,UKI-SCOTGRID-GLASGOW
3241,1532372409.1902652,128064,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LIV-HEP
3242,1536192928.6534069,99808,UKI-SCOTGRID-ECDF2,Diamond
3243,1618389225.7566748,92032,UK-CAM-CUMULUS47,vo.cta.in2p3.fr
3244,1559001791.1576612,96352,UKI-SOUTHGRID-BRIS-HEP1,virgo
3245,1545578715.2011285,44064,UKI-LT2-IC-HEP25,gaia
